indent,names,kind,pop_mil,lat,lon,iana,gv_id
                ,kirovsk,city,0.030,67.463,33.588,KVK,1887
                ,yuzhno kurilsk,city,,43.958,145.683,DEE,1888
                ,amderma,city,0.000,69.763,61.556,AMV,1889
                ,moscow,city,10.452,55.409,37.906,DME,1890
                ,magadan,city,0.095,59.911,150.720,GDX,1891
                ,gelendzhik,city,0.056,44.582,38.012,GDZ,1892
                ,kogalym,city,,62.190,74.534,KGP,1893
                ,berezovo,city,,63.921,65.031,EZV,1894
                ,kaliningrad,city,0.435,54.890,20.593,KGD,1895
                ,orsk,city,0.247,51.072,58.596,OSW,1896
                ,vladikavkaz,city,0.365,43.205,44.607,OGZ,1897
                ,barnaul,city,0.600,53.364,83.538,BAX,1898
                ,kirensk,city,0.013,57.773,108.064,KCK,1899
                ,tomsk,city,0.535,56.380,85.208,TOF,1900
                ,abakan,city,0.167,53.740,91.385,ABA,1901
                ,belgorod,city,0.345,50.644,36.590,EGO,1902
                ,lipetsk,city,0.516,52.703,39.538,LPK,1903
                ,mys kamenny,city,,,,YMK,1904
                ,cherepovets,city,0.312,59.274,38.016,CEE,1905
                ,chelyabinsk,city,1.091,55.306,61.503,CEK,1906
                ,petropavlovsk (ru),city,,53.168,158.454,PKC,1907
                ,solovetsky,city,,65.030,35.733,CSH,1908
                ,cheboksary,city,0.447,56.090,47.347,CSY,1909
                ,sochi,city,0.328,43.450,39.957,AER,1910
                ,astrakhan,city,,46.283,48.006,ASF,1911
                ,omsk,city,1.135,54.967,73.311,OMS,1912
                ,anapa,city,,45.002,37.347,AAQ,1913
                ,salekhard,city,0.038,66.591,66.611,SLY,1914
                ,makhachkala,city,0.555,42.817,47.652,MCX,1915
                ,belaya gora,city,,68.557,146.232,BGN,1916
                ,tiksi,city,0.006,71.698,128.903,IKS,1917
                ,irkutsk,city,0.587,52.268,104.389,IKT,1918
                ,beloyarsky,city,,63.687,66.699,EYK,1919
                ,tambov,city,0.301,52.806,41.483,TBW,1920
                ,arkhangelsk,city,,64.600,40.717,ARH,1921
                ,iturup island,city,,,,BVV,1922
                ,kirov,city,0.457,58.503,49.348,KVX,1923
                ,rostov,city,0.034,47.494,39.925,ROV,1924
                ,nizhnevartovsk,city,0.245,60.949,76.484,NJC,1925
                ,volgograd,city,0.984,48.783,44.346,VOG,1926
                ,lensk,city,0.026,60.721,114.826,ULK,1927
                ,voronezh,city,0.844,51.814,39.230,VOZ,1928
                ,ulyanovsk,city,,54.268,48.227,ULV,1929
                ,pechora,city,0.046,65.121,57.131,PEX,1930
                ,izhevsk,city,0.631,56.828,53.458,IJK,1931
                ,kurgan,city,0.343,55.475,65.416,KRO,1932
            ,ukraine,country,
                ,sevastopol,city,,44.689,33.571,UKS,2780
                ,mykolaiv,city,,47.058,31.920,NLV,2781
                ,chernivtsi,city,0.298,48.259,25.981,CWC,2782
                ,donetsk,city,,48.074,37.740,DOK,2783
                ,kharkiv,city,1.461,49.925,36.290,HRK,2784
                ,dnipropetrovsk,city,,48.357,35.101,DNK,2785
                ,uzhhorod,city,0.151,48.634,22.263,UDJ,2786
                ,odesa,city,0.991,46.427,30.677,ODS,2787
                ,luhansk,city,,48.417,39.374,VSG,2788
                ,simferopol,city,,45.052,33.975,SIP,2789
                ,kherson,city,0.320,46.676,32.506,KHE,2790
                ,lviv,city,,49.812,23.956,LWO,2791
                ,vinnytsia,city,,49.243,28.614,VIN,2792
                ,ivano frankivsk,city,,48.884,24.686,IFO,2793
                ,krivyi rih,city,,48.043,33.210,KWG,2794
                ,zaporizhia,city,,47.867,35.316,OZH,2795
                ,kiev,city,,50.345,30.895,KBP,2796
        ,southern europe,region,
            ,gibraltar,country,
            ,montenegro,country,
                ,podgorica,city,0.146,42.359,19.252,TGD,844
            ,macedonia,country,
                ,ohrid,city,,41.180,20.742,OHD,1326
                ,skopje,city,0.494,41.962,21.621,SKP,1327
            ,albania,country,
                ,tirana,city,0.895,41.415,19.721,TIA,1783
            ,serbia,country,
                ,belgrade,city,1.099,44.818,20.309,BEG,2051
                ,nis,city,0.250,43.337,21.854,INI,2052
            ,kosovo,country,
                ,pristina,city,,42.573,21.036,PRN,2797
            ,bosnia and herzegovina,country,
                ,banja luka,city,0.222,44.941,17.298,BNX,2818
                ,sarajevo,city,0.697,43.825,18.331,SJJ,2819
                ,tuzla,city,0.144,44.459,18.725,TZL,2820
        ,western europe,region,
            ,switzerland,country,
                ,berne,city,,46.914,7.497,BRN,275
                ,zurich,city,1.108,47.465,8.549,ZRH,276
                ,lugano,city,0.105,46.004,8.911,LUG,277
                ,altenrhein,city,,47.485,9.561,ACH,278
                ,geneva,city,1.240,46.238,6.109,GVA,279
            ,monaco,country,
        ,northern europe,region,
            ,united kingdom|united kingdon|uk,country,
                ,benbecula,city,,57.481,-7.363,BEB,760
                ,anglesey,city,,53.248,-4.535,VLY,761
                ,edinburgh,city,0.505,55.950,-3.372,EDI,762
                ,dundee,city,0.152,56.452,-3.026,DND,763
                ,bristol,city,0.554,51.383,-2.719,BRS,764
                ,barra,city,,57.023,-7.443,BRR,765
                ,exeter,city,0.113,50.734,-3.414,EXT,766
                ,inverness,city,0.045,57.542,-4.048,INV,767
                ,oban,city,,56.464,-5.400,OBN,768
                ,durham,city,,54.509,-1.429,MME,769
                ,newcastle (uk),city,,55.037,-1.692,NCL,770
                ,oxford,city,0.193,51.837,-1.320,OXF,771
                ,stornoway,city,,58.216,-6.331,SYY,772
                ,nottingham,city,0.826,52.831,-1.328,EMA,773
                ,derry,city,0.084,55.043,-7.161,LDY,774
                ,lydd,city,,50.956,0.939,LYX,775
                ,tiree,city,,56.499,-6.869,TRE,776
                ,isles of scilly,city,,49.913,-6.292,ISC,777
                ,doncaster,city,,53.481,-1.011,DSA,778
                ,blackpool,city,0.273,53.772,-3.029,BLK,779
                ,newquay,city,,50.441,-4.995,NQY,780
                ,southampton,city,0.384,50.950,-1.357,SOU,781
                ,glasgow (uk),city,,55.872,-4.433,GLA,782
                ,gloucester,city,,51.894,-2.167,GLO,783
                ,norwich,city,,52.676,1.283,NWI,784
                ,aberdeen (uk),city,,57.202,-2.198,ABZ,785
                ,birmingham (uk),city,,52.454,-1.748,BHX,786
                ,leeds bradford,city,,53.866,-1.661,LBA,787
                ,belfast,city,0.450,54.658,-6.216,BFS,788
                ,manchester,city,2.230,53.354,-2.275,MAN,789
                ,islay,city,,55.682,-6.257,ILY,790
                ,london (uk)|london,city,,51.471,-0.462,LHR,791
                ,manston,city,,51.342,1.346,MSE,792
                ,shetland islands,city,,59.879,-1.296,LSI,793
                ,wick,city,0.007,58.459,-3.093,WIC,794
            ,norway,country,
                ,stord,city,,59.792,5.341,SRP,1140
                ,hasvik,city,,70.487,22.140,HAA,1141
                ,bronnoysund,city,,65.461,12.217,BNN,1142
                ,haugesund,city,0.040,59.345,5.208,HAU,1143
                ,kirkenes,city,0.003,69.726,29.891,KKN,1144
                ,alesund,city,0.048,62.562,6.120,AES,1145
                ,bodo,city,0.034,67.269,14.365,BOO,1146
                ,stavanger,city,0.173,58.877,5.638,SVG,1147
                ,lakselv,city,,70.069,24.973,LKL,1148
                ,trondheim,city,0.147,63.458,10.924,TRD,1149
                ,roros,city,,62.578,11.342,RRS,1150
                ,mosjoen,city,,65.784,13.215,MJF,1151
                ,sogndal,city,,61.156,7.138,SOG,1152
                ,rost,city,,67.528,12.103,RET,1153
                ,sorkjosen,city,,69.787,20.959,SOJ,1154
                ,vardo,city,,70.355,31.045,VAW,1155
                ,molde,city,0.019,62.745,7.262,MOL,1156
                ,honningsvag,city,,71.010,25.984,HVG,1157
                ,moss,city,0.037,59.379,10.785,RYG,1158
                ,leknes,city,,68.152,13.609,LKN,1159
                ,andenes,city,,69.293,16.144,ANX,1160
                ,kristiansand,city,0.064,58.204,8.085,KRS,1161
                ,hammerfest,city,0.010,70.680,23.669,HFT,1162
                ,fagernes,city,,61.016,9.288,VDB,1163
                ,alta,city,0.012,69.976,23.372,ALF,1164
                ,tromso,city,0.052,69.683,18.919,TOS,1165
                ,mo i rana,city,0.020,66.364,14.301,MQN,1166
                ,bergen,city,0.214,60.293,5.218,BGO,1167
                ,floro,city,,61.584,5.025,FRO,1168
                ,orland,city,,63.699,9.604,OLA,1169
                ,harstad,city,0.019,68.491,16.678,EVE,1170
                ,batsfjord,city,,70.601,29.691,BJF,1171
                ,namsos,city,0.009,64.472,11.579,OSY,1172
                ,oslo,city,0.835,60.121,11.050,OSL,1173
                ,bardufoss,city,,69.056,18.540,BDU,1174
            ,iceland,country,
                ,grimsey,city,,66.546,-18.017,GRY,1347
                ,akureyri,city,0.017,65.660,-18.073,AEY,1348
                ,vopnafjordur,city,,65.721,-14.851,VPN,1349
                ,reykjavik,city,0.166,63.985,-22.606,KEF,1350
                ,egilsstadir,city,,65.283,-14.401,EGS,1351
                ,isafjordur,city,,66.058,-23.135,IFJ,1352
                ,thorshofn,city,,66.218,-15.336,THO,1353
            ,guernsey,country,
            ,jersey,country,
            ,faeroe islands,country,
                ,faroe islands,city,,62.064,-7.277,FAE,1558
            ,isle of man,country,
            ,svalbard islands,country,
                ,longyearbyen,city,,78.246,15.466,LYR,1700
            ,aland islands,country,
                ,mariehamn,city,,60.122,19.898,MHQ,1788
        ,european union|eu,,512.000
            ,austria,country,
                ,graz,city,0.263,46.991,15.440,GRZ,1694
                ,linz,city,0.349,48.233,14.188,LNZ,1695
                ,klagenfurt,city,0.091,46.643,14.338,KLU,1696
                ,innsbruck,city,0.155,47.260,11.344,INN,1697
                ,salzburg,city,0.206,47.793,13.004,SZG,1698
                ,vienna,city,2.400,48.110,16.570,VIE,1699
            ,belgium,country,
                ,liege,city,0.749,50.637,5.443,LGG,719
                ,brussels,city,1.743,50.901,4.484,BRU,720
                ,oostende,city,,51.199,2.862,OST,721
            ,bulgaria,country,
                ,plovdiv,city,0.340,42.068,24.851,PDV,81
                ,varna,city,0.313,43.232,27.825,VAR,82
                ,burgas,city,0.196,42.570,27.515,BOJ,83
                ,sofia,city,1.185,42.697,23.411,SOF,84
            ,croatia,country,
                ,split,city,0.215,43.539,16.298,SPU,284
                ,dubrovnik,city,0.037,42.561,18.268,DBV,285
                ,rijeka,city,0.171,45.217,14.570,RJK,286
                ,zagreb,city,0.723,45.743,16.069,ZAG,287
                ,zadar,city,0.071,44.108,15.347,ZAD,288
                ,osijek,city,0.095,45.463,18.810,OSI,289
                ,pula,city,0.062,44.894,13.922,PUY,290
            ,cyprus,country,
                ,paphos,city,0.036,34.718,32.486,PFO,2816
                ,larnaca,city,0.049,34.875,33.625,LCA,2817
            ,czech republic|czechia,country,
                ,prague,city,1.162,50.101,14.260,PRG,1175
                ,brno,city,0.388,49.151,16.694,BRQ,1176
                ,karlovy vary,city,,50.203,12.915,KLV,1177
                ,pardubice,city,0.107,50.013,15.739,PED,1178
                ,ostrava,city,0.479,49.696,18.111,OSR,1179
            ,denmark,country,
                ,sonderborg,city,,54.964,9.792,SGD,1561
                ,billund,city,,55.740,9.152,BLL,1562
                ,karup,city,,56.298,9.125,KRP,1563
                ,copenhagen,city,1.085,55.618,12.656,CPH,1564
                ,aalborg,city,0.122,57.093,9.849,AAL,1565
                ,aarhus,city,0.238,56.300,10.619,AAR,1566
                ,bornholm,city,,55.063,14.760,RNN,1567
            ,estonia,country,
                ,tartu,city,0.101,58.307,26.690,TAY,2865
                ,kuressaare,city,,58.230,22.510,URE,2866
                ,tallinn,city,0.394,59.413,24.833,TLL,2867
                ,kardla,city,,58.991,22.831,KDL,2868
            ,finland,country,
                ,joensuu,city,0.053,62.663,29.608,JOE,496
                ,pori,city,0.077,61.462,21.800,POR,497
                ,varkaus,city,,62.171,27.869,VRK,498
                ,rovaniemi,city,0.035,66.565,25.830,RVN,499
                ,vaasa,city,0.057,63.051,21.762,VAA,500
                ,kokkola,city,0.047,63.721,23.143,KOK,501
                ,kajaani,city,,64.285,27.692,KAJ,502
                ,kuusamo,city,,65.988,29.239,KAO,503
                ,enontekio,city,,68.363,23.424,ENF,504
                ,jyvaskyla,city,0.098,62.400,25.678,JYV,505
                ,seinajoki,city,,62.692,22.832,SJY,506
                ,savonlinna,city,0.027,61.943,28.945,SVL,507
                ,turku,city,0.176,60.514,22.263,TKU,508
                ,oulu,city,0.137,64.930,25.355,OUL,509
                ,kemi,city,0.023,65.779,24.582,KEM,510
                ,tampere,city,0.259,61.414,23.604,TMP,511
                ,helsinki,city,1.115,60.317,24.963,HEL,512
                ,ivalo,city,,68.607,27.405,IVL,513
                ,kuopio,city,0.092,63.007,27.798,KUO,514
                ,kittila,city,,67.701,24.847,KTT,515
                ,lappeenranta,city,0.059,61.045,28.145,LPP,516
            ,france,country,
                ,agen,city,0.058,44.175,0.591,AGF,1489
                ,albert,city,,49.972,2.698,BYF,1490
                ,brest (fr),city,,48.448,-4.419,BES,1491
                ,clermont ferrand,city,0.233,45.787,3.169,CFE,1492
                ,chateauroux,city,,46.860,1.721,CHR,1493
                ,chalons en champagne,city,,48.773,4.206,XCR,1494
                ,tours,city,0.236,47.432,0.728,TUF,1495
                ,metz,city,0.409,48.982,6.251,ETZ,1496
                ,st etienne,city,,45.541,4.296,EBU,1497
                ,quimper,city,,47.975,-4.168,UIP,1498
                ,ajaccio,city,0.054,41.924,8.803,AJA,1499
                ,st malo,city,,48.588,-2.080,DNR,1500
                ,basel,city,,47.590,7.529,BSL,1501
                ,aurillac,city,,44.891,2.422,AUR,1502
                ,marseille,city,1.400,43.439,5.221,MRS,1503
                ,chambery,city,,45.638,5.880,CMF,1504
